text;dialogtype
Take care! I hope we can return the favor some day.;passive
Be careful! We worry for your safety.;passive
Find anything out there that could help us, if the Alchemist comes back?;passive
It just doesn't make any sense.;passive
Professor Stoker says you're going to try to get into the Scrapworks.  Did he mention that the Blightbogs are full of wolves?  And trolls?  And worse?;passive
Unless it's an emergency, this gate has to stay closed.  If any of the ... things on the other side get in here, they'll finish what the Alchemist started.;passive
I appreciate you coming all the way back here, but shouldn't you be going after the Alchemist?;passive
What in the name of the Guardians are you doing back here?  We've got the Estherian Steppes handled.;passive
Do not worry about us.  Zeryphesh is safe, now that you have rescued the Guardian of Mana from the Ezrohir.  Find the Alchemist.  Stopping him is the key to saving the world.;passive
Have you seen any more of those demon-things?;passive
"So...you come seeking the wealth of Grom? My spoils are vast, and have no peer in this realm.
There is no path to success for you, lest you survive my arena and prove your worth.
Be forewarned - many have tested their mettle on this bloodstained floor, but none have yet succeeded. Their souls are now mine, and they do as they are bid.
Will you attempt the challenge? I will await your decision below.";intro
"None have yet triumphed within the walls of my arena.
Perhaps you will be the first?
Perhaps...";return
Defeat Grom in his arena.;huddetails
You discovered Grom the Murderer's arena. He is surely in possession of the Mask of the Murderer. To win it, you must survive the arena's challenges, and defeat Grom himself in battle.;details
Defeat the Netherim in the Blightbogs.;details
Speak to the Injured Vanquisher in the Blightbogs.;details_complete
"That ... that was horrific.  They caught us by surprise.  They just appeared out of nowhere, squirming out of thin air, like they'd torn holes in reality.  They killed the rest of my patrol, one by one ... but then, when you came along, and you couldn't see them, I started to doubt my own sanity!
Thanks for trusting me.";complete
No time for small talk!  We've got to kill these things, fast!;return
"Thank the Guardians you're here!  These ... demons just came out of nowhere!  I've been able to hold them off so far, but, with you here, we'll soon triumph over them!
Why are you looking at me like that?  Can't you see them? They're all around us!  Please ... you've got to believe me!";intro
- Defeat the Netherim in the Blightbogs;huddetails
- Speak to the Injured Vanquisher in the Blightbogs;huddetails_complete
The entrance to the Scrapworks is blocked by a cave-in. A troop of Vanquishers is searching an Abandoned Sawmilln in hopes of finding some dynamite to clear the rubble - they have not returned. Investigate the Abandoned Sawmill and find the dynamite and the missing troop.;details
Return with the dynamite to the Vanquisher troop leader in the Blight Bogs , and tell him the fate of his men.  Clear the cave-in withAdynamite, and retrieve the Power Source for Professor Stoker.;details_complete
"The entire troop is dead? I'm the only one left? I can't believe it...
You'll have to forge ahead on your own - I need to return to camp and report to Vale.
Be careful out here.";complete
If you want that Power Source, we're going to need something with some kick.  I think some dynamite at the Abandoned Sawmill. Hopefully, my men have already secured it.;return
"So, the Professor sent you after the Power Source?   We were on the same mission, but the only way to the Scrapworks is through that pile of rock.
I know the Abandoned Sawmill used to have plenty of explosives from when the place was still in operation - a little bit of dynamite would probably get the job done here. 
I sent my troop after it, but haven't heard a thing.  If you can head up there and get that dynamite, we could all pass through and get the Professor what he needs.";intro
- Find the dynamite in the Abandoned Sawmill located in the Blightbogs.;huddetails
- Use the dynamite to open the entrance to the Scrapworks in the Blightbogs.;huddetails_complete
Follow the trail of Trillbot Parts in the Blightbogs.  Look for Trillbot's Azimuthoscope in the [RANDOM DUNGEON].;details
Install the Azimuthoscope in Trillbot 4000.;details_complete
"That Boombot was using my Azimuthoscope as a weapon!  How infuriatingly common!  These military clockworks have no respect for a true artist.
But I digress.  Shall I use my Azimuthoscope to guide you to another treasure cache?";complete
My Azimuthoscope will enable me to determine distances and directions more efficiently.  If you find it and reinstall it, I will be much better able to guide you to those treasure caches I mentioned.;return
"I believe you have found one of my missing components!  There appears to be a trail of them, leading toward that [RANDOM DUNGEON].
If you follow the trail of my Parts, it might lead you to my Azimuthoscope:  the component I need to direct you to another treasure trove!";intro
- Follow the trail of Trillbot Parts to the [RANDOM DUNGEON];huddetails
- Retrieve Trillbot's Azimuthoscope;huddetails_complete
Enter the Muckery in Dank Hollow and defeat the Myconids to gather Ember Truffles.;details
Return to the Imperial Botanist in Dank Hollow for your reward.;details_complete
"Oh, these are excellent specimens.  You really went far beyond my expectations, here.  And, for your trouble, have this:  It's a Super Mana Potion I cooked up while I was waiting for you to return.
Thanks again!";complete
"Let me tell you a little about Ember Truffles.  Lots of plants and even some animals absorb Ember essence, if they're exposed to high enough concentrations of it.  Those plants and animals can be harvested, and the Ember distilled out of them, to make it absorbable by humans.  This work is mainly done by Imperial Alchemists … which is probably what happened to the guy you're looking for.
But sometimes, in the wild, plants and animals absorb Ember and it … changes them.  They begin to move by themselves.  Some of them even develop a rudimentary intelligence.  Most of the time, that's not too horrific … but, when the plant or animal is big or dangerous enough, well, they can get pretty vicious.  You've probably even faced one or two creatures that have absorbed a little too much Ember.";return
"So, you're going after the Alchemist?  I might be able to help you.  I'm a botanist, serving the Empire by gathering various Ember-infused plants.  And I've found a virtual treasure trove of Ember Truffles, down in the Muckery … but some of them have already attained sentience, and that's making it difficult for me to gather them.
If you can bring me, say, a dozen Ember Truffles, I'll keep ten for the Empire, and I'll use the other two to make a Super Mana Potion for you.  Do we have a deal?";intro
"- Enter the Muckery in Dank Hollow; defeat Myconids to gather Ember Truffles";huddetails
- Return to Imperial Botanist in Dank Hollow;huddetails_complete
Search the Blightbogs for the Rotting Crypt. Discover the fate of Jessa's father.;details
Search the Blightbogs for the Rotting Crypt.  Discover the fate of Jessa's father, and return proof to Jessa.;details_complete
"It is too late for me, stranger - as you must surely see. Jessa must not enter this place - do not allow it!
I did indeed discover the Wraithring, but it is not unguarded. The Wraith Lord himself stole my own life with its power, and my remains now lie below us.";complete
"Please, you must discover the fate of my father! Remember, he always wears a unique locket.
I must know if he still lives!";return
"Please, traveler! Wait a moment! I am Jessa - a traveler from Estheria. My father and I came to this place to recover an ancient artifact - the  Wraithring - which is said to have power over death itself. We sought to bring it to the Estherian Temples for study.
My father entered the catacombs while I tended our camp - but he has not returned, and there are dark things stirring below.
Please - I only ask that you discover his fate - perhaps he is wounded and only needs aid to escape! 
If the worst comes to pass ... he wears a locket around his neck, and you will know him by it.";intro
- Discover the fate of Jessa's Father in the Rotting Crypt found in the Blightbogs.;huddetails
- Discover the fate of Jessa's Father in the Rotting Crypt found in the Blightbogs.;huddetails_complete
- Defeat Cacklespit.;huddetails
Defeat Cacklespit.;details
"I will provide you with a last piece of advice, though it is against my better judgement.
Cacklespit draws her power from her own creations - she will be difficult, if not impossible, to harm while her champions are animate.";passive
- Defeat Vyrax at the top of the tower.;huddetails
Defeat Vyrax at the top of the tower.;details
Defeat the Wraith Lord and recover the Locket from the Rotting Crypt located in the Blightbogs.;details
Return the Locket to Jessa in the Blightbogs.;details_complete
"Alas - my poor father... I cannot believe that he is gone. I must return to Estheria - I can stay here no longer. 
Thank you, traveler. The pain I feel is great, but at least I know what has become of him, and have his Locket to remember him by. 
Farewell...";complete
"I perished in the Wraith Lord's grasp. To find the Locket you must enter his chambers - and the way may only be opened by the Sanguine Gems. 
If you can retrieve them from the crypt, and deposit them on these altars, then the way will be opened to you.";return
"I am bound to this place, and may not pass beyond the threshold. 
If you seek my remains, you must find the Sanguine Gems - they may be found in the depths beyond. Place them upon these altars, and the path to the Wraith Lord will be revealed.
If you can best him, you will discover my remains there - and the Locket Jessa seeks.";intro
- Find the Locket in the Rotting Crypt located in the Blightbogs.;huddetails
- Return the Locket to Jessa in the Blightbogs.;huddetails_complete
"Oh, my poor father - I cannot believe that he is gone! Dear father...
Please try to retrieve the Locket - I cannot bear to think that it is lost in this foul place.";passive
"Oh, please - perhaps you can help us!  On the advice of our village's healer, we have traveled here seeking a cure. My cousins are afflicted with the Black Blindness, an ailment peculiar to our race. 
The only known treatment is produced from the flesh of the Blue Boletus - a species of Mycon that grows only in the Fungal Caves near here. I find that they are, ah, BIGGER than I had anticipated, however.  
Perhaps YOU could retrieve some Blue Boletus flesh for us? We would be forever in your debt!";intro
"Bolts and gears! You've found it! The flesh of the Blue Boletus!  Oh, thank you ever so much!  
We should be able to brew a cure for the illness soon!  My cousins are saved!  Please, take this for your efforts, friend.";complete
"Black Blindness is an insidious disease - it dims the vision and makes speech impossible, and if not treated within a few weeks, can become permanent.  My poor cousins!
Please, hurry to retrieve the Blue Boletus flesh!  You are the only hope we have!";return
Find Blue Boletus flesh in the Fungal Caves;huddetails
Return to Sprocket in the Imperial Camp;huddetails_complete
You are in search of Blue Boletus flesh to cure the Black Blindness that afflicts Sprocket's cousins.;details
You have harvested  Blue Boletus flesh from Boletus Rex. Return it to Sprocket in the Imperial Camp.;details_complete
"Another customer for one of old Cacklespit's brews, eh? I can provide a special concoction, free of charge...if you aren't afraid to get your hands a little dirty.
As any true cook will tell you, the finest ingredients are of the utmost importance if you want to create something truly special. I will require three items to brew the special mixture I have in mind...
The Mask of a Murderer, Thorns as Hard as Iron, and the Black Heart of a Coward.
All three are to be found here in the bogs - you only have to find them!";intro
"Oh, yes - you've found everything I need!
This brew will indeed make you a legend - with these fine ingredients to feed my cauldron, I, Cacklespit can command the dead to rise from their slumber and do my bidding!  
You will be remembered for all time as the fool who brought Cacklespit ultimate power, and torment to all of the world! With an undead army at my disposal, none can stand against me!
'Til we meet again, dear friend!";complete
"But, you don't appear to have what I require!
Remember - you must bring me the Mask of a Murderer, Thorns as Hard as Iron, and the Black Heart of a Coward.
Once I brew them properly, your name will be known for generations to come!";return
"- Retrieve Cacklespit's ingredients-
  The Mask of a Murderer
  Thorns as Hard as Iron
  The Black Heart of a Coward";huddetails
- Return to Cacklespit in the Blightbogs;huddetails_complete
"You summoned Cacklespit - a witch who has promised to brew you a special potion. She requires three ingredients -
The Mask of a Murderer, Thorns as Hard as Iron, and the Black Heart of a Coward.
All three are to be found in the Blightbogs";details
You have collected all three of Cacklespit's ingredients. Return them to her in the Blightbogs to receive your reward;details_complete
"Since you helped us in our time of need, we have been searching for a way to return the favor.
It seems you've met with some unexpected trouble from Cacklespit the witch. I've done a little research, and if you'd like to find her, I think I can help! 
From the lore I've been able to piece together, there is a secret way to her hidden realm. The spirit, Fade, can open the way - but he may ask for something in return. You'll have to journey to the Sundered Battlefield in the north. Search for the shrines that mark Fade's resting place. I hope this helps you on your way!";intro
I'll keep researching in hopes of finding more information to help you. Remember, you'll need to speak with Fade to gain entrance to Cacklespit's realm.;return
Find Fade in the Sundered Battlefield;huddetails
Find Fade in the Sundered Battlefield. You require his assistance to reach Cacklespit's Realm.;details
I hope the information we've provided helps you in your search!;passive
"You want through THIS door? Ha! Well, it's not as simple as that. Everything has a price - you must know that by now. 
If you can solve a problem for us, we will solve a problem for you. Thiss, the great Spectral Dragon, has kept something of ours for many long years. We would like it back - and you will get it for us, oh yes.
There is a Crown, a...family heirloom that he stole from us. He will not give it up easily, of course. But this door is im-PENETRABLE - so you've got a much better chance with Thiss than you do waiting around here.
You can find Thiss in the Forgotten Halls... good luck! You're going to need it!";intro
Do you have the Crown? No? Then what are you doing here? Thiss is in the Forgotten Halls. Hurry up about it.;return
- Retrieve the Crown from the Forgotten Halls;huddetails
- Return to the Emberworks Door.;huddetails_complete
Enter the Forgotten Halls and confront Thiss the Spectral Dragon. Reclaim the Crown for the mysterious individual behind the Emberworks Door.;details
Return the Crown to the mysterious individual behind the Emberworks Door.;details_complete
I can't believe it. The Crown! At last, it is ours again! A-hahahaha! Yes, place it in the slot there-;complete
Find the elemental crystals and their altars.;huddetails
You found a strange crystal in the area. Its seems as if it has some kind of importance. Possibly you can find a use for it. Maybe there are more?;details
"I am Fade - why have you summoned me?
Ah, Cacklespit's hidden realm. Yes, I know the way - but I do not provide service without compensation.
I have very particular...appetites. The remains of the living are infused with a lingering residue of deeds past, which sustains me. Bring me the skulls of four warriors of renown, and I will take you where you wish to go. This battlefield is littered with the bones of great heroes. Your search should not be difficult.";intro
"Ah, yes. These will do nicely. The scrim of bloody deeds and life lost on these relics is most delicious.
The bargain is complete. Come, we will depart immediately.";complete
Do not return until you have found the skulls of four warriors of renown. Only then will I fulfill my part of our bargain.;return
[ACQUIRECOMPLETECOUNT]/[ACQUIRECOUNT] - Retrieve the skulls of four warriors for Fade.;huddetails
- Return the four skulls to Fade in the Battlefield.;huddetails_complete
Fade the spectral ferryman has agreed to lead you to the realm of Cacklespit the witch, in exchange for the skulls of four warriors of renown. Seek out the four skulls and return them to Fade.;details
Return the four skulls to Fade in the Battlefield.;details_complete
"Hello again! I think I may be able to repay the favor you've done for us.
I've been doing some research, and have uncovered some interesting information about Vyrax, the ancient dragon who still dwells in the tower in Rivenskull Gorge. He was bound there by his brother, Thiss - whose spectral form lies beneath us in these Forgotten Halls.
The interesting bit is this - Vyrax has amidst his hoard a Heartfire Stone, which confers to its wielder the power of dragonfire. It is a rare and powerful artifact that would surely aid you. If you can find the key below, you may be able to enter Vyrax's Tower and claim the Heartfire Stone for yourself!";intro
"If you wish to find the Heartfire Stone, you will need to first claim the key to Vyrax's Tower, in the depths of the Forgotten Halls. 
Good luck!";return
- Find the Key to Vyrax's Tower in the Forgotten Halls.;huddetails
- Enter Vyrax's Tower in Rivenskull Gorge.;huddetails_complete
To find the Heartfire Stone, you will need to first claim the Key to Vyrax's Tower, in the depths of the Forgotten Halls. Use the Key to gain entrance to Vyrax's Tower in Rivenskull Gorge.;details
Use the Key to gain entrance to Vyrax's Tower in Rivenskull Gorge.;details_complete
"Seek the ""Nether-Rift"" at the bottom of the Gravedeep pit mine, in the Sundered Battlefield, and find a way to close it.";details
"That ... that was horrific.  They caught us by surprise.  They just appeared out of nowhere, squirming out of thin air, like they'd torn holes in reality.  They killed the rest of my patrol, one by one ... but then, when you came along, and you couldn't see them, I started to doubt my own sanity!
Thanks for trusting me.";complete
"Did you see the ""Nether-Rift"" I told you about?  How large has it gotten?";return
"Listen:  If you're headed out to the Sundered Battlefield, there's something you should know.  We were surveying out there, and discovered some kind of ... hole, in thin air, in the pit mine we've been calling Gravedeep.  The hole is very small, right now, but we could see things inside ... powerful things, but horrible.  Malign.
If you're going out there, see if you can find the hole.  If we're lucky, it disappeared.  But, if not, you should do your best to find a way to close it, before the things we saw get through!";intro
"- Locate the ""Nether-Rift"" in the Gravedeep, in the Sundered Battlefield";huddetails
"- Close the ""Nether-Rift""";huddetails_complete
Somebody help me!;intro
Thanks for your help.  Here ... something for your trouble.;complete
Defeat the monsters attacking the traveler's wagon.;details
