text;audiofile
I'll believe that when I see it... but if you could, we would be... grateful.;NM34AATHAL03027_.mp3
Forget it. Get yourselves out.;
I figured as much. Get out of here, then. Go on! We have enough to worry about with the shyrack!;NM34AATHAL03029_.mp3
The passage is already clear.;
[Failure] No! I know what Sith like you want from us! You're not bringing our heads to Master Uthar so he can pat you on the back!;NM34AATHAL03031_.mp3
They're here to kill us! Get them!! Get them!!;NM34AATHAL03032_.mp3
Fine. You've worn out my patience. Time to die.;
Fair enough. I'll leave you be.;
Then get out of here! Now! Or we'll open fire!!;NM34AATHAL03042_.mp3
Sorry. Time for you to die.;
You're... the renegade students? The ones who ran away?;
So you have heard about us. Yes, we ran away before Master Uthar could execute us. Is that so hard to believe?;NM34AATHAL03037_.mp3
I'm not here to bring you back.;
I guess we'll do this the hard way, then.;
Alright, I'll leave you be.;
You came back again? Why?! I told you we're not going back to the academy, so go away!!;NM34AATHAL03043_.mp3
Czerka will never come back here, we will make certain!;
You are the only outsider that will survive us! We swear it!;
Kashyyyk will be ours once more!;
Let no one escape! They must learn the price we place on dishonor!;
Let their blood feed out forests! That will be their payment!;
These Czerka animals will die by sword and bowcaster!;
The Shadowlands are too good for them! We'll kill them all!;
At last, we will push them off our beloved Kashyyyk!;
The outsiders will pay for how they dishonored us!;
Death to all slavers! Kashyyyk will be free!;
Your precious Republic's days are numbered! It won't be long until Malak turns his armada loose on Coruscant itself!;NM26ACSITH26000_.mp3
Save your empty threats, Sith scum! Malak isn't stupid enough to attack the Core worlds - not with the entire Republic fleet waiting for him!;NM26ACSITH26002_.mp3
You're a fool! When the Sith descend on Coruscant, our numbers will block out the sun itself! The galactic senators will collapse trembling in fear, and beg for mercy at Malak's feet!;NM26ACSITH26004_.mp3
You underestimate the Republic's resolve! We'll die before we surrender Coruscant!;NM26ACSITH26006_.mp3
That can be arranged. Remember what happened to Taris - Malak could do the same to the Core worlds!;NM26ACSITH26008_.mp3
He wouldn't dare!;NM26ACSITH26010_.mp3
Now it is you who underestimate our resolve.;NM26ACSITH26012_.mp3
What's this? Another Republic lackey wandering the streets? Don't worry - the Sith will destroy you along with all the rest who don't bow down before Malak!;NM26ACSITH26014_.mp3
I have no wish to trade childish taunts and empty words with you.;
I have nothing more to say to you. I have important Sith business to tend to.;NM26ACSITH26016_.mp3
You'll want to change your tone. You wouldn't be the first Sith I've killed.;
Save your empty threats. If you're stupid enough to attack me the Selkath authorities will lock you away for a long, long time.;NM26ACSITH26019_.mp3
Do you know who I am, worm?;
Let me guess... Dark Lord of the Sith?;NM26ACSITH26022_.mp3
Er... well... yeah.;
HAHAHAHAHAHAHA! Revan, right?;NM26ACSITH26024_.mp3
Why you...;
HAHAHAHA! You moron! Revan's dead! And if you try to back up your stupid words with stupid deeds the Selkath will be all over you like a Mon Calamari during mating season.;NM26ACSITH26026_.mp3
Now some of us have serious work to do. *chuckle* Run along, fool.;NM26ACSITH26028_.mp3
I'll kill you!;
Don't laugh!;
Yes... Yes I am.;
And don't you forget it!;
Excuse me, sentient. I do not think it wise to speak to you.;
I must go to the office of the Czerka company. That is where business is transacted.;
This planet is controlled by the Sith. They are the supreme law here, and I suggest you be wary of them.;
I have only recently come to this planet, myself. My apologies if I cannot help you.;
Many sentients come to this planet to attempt to enter the Sith academy. I understand most die in the process. How unfortunate.;
There is a building called the cantina which is a place of recreation.;
Taris has been destroyed. This portends ill for the future, sentient.;
If you are wise, you will avoid the Sith on this planet, sentient. They do as they wish and many are killed without regret.;
I must be on my way, sentient. My ship leaves very soon.;
Czerka is making us put a deposit on standard issue kolto packs. I know the cost has gone up, but come on.;
This planet is the worst assignment to have with a kolto shortage coming up.;
Bring those Selkath here see if they think we need kolto. They'd start shipping it out quick, I bet.;
If we don't get another shipment of kolto, we'll have to start using local herbs for healing. Then we'll hurt *and* stink.;
Are you... no, there's no way a swoop champion is on Kashyyyk. No way.;
Is your ship equipped to get the major planetary broadcasts? I heard the Manaan races were pretty good.;
I heard some rookie took the big prize at the Manaan swoop races. I guess anyone can win now that Taris is gone.;
You look a lot like the winner of the Manaan races. I bet that opens door for you.;
I don't mind being on a backwater planet when I hear about the trouble places like Korriban get.;
I heard something about trouble with Sith on Korriban, but as long as no cities are being destroyed, they can do what they like.;
Have you been by Korriban recently? The Sith there aren't planning on taking their trouble off-world, are they?;
We get the occasional private trader from Korriban through here, but not recently. I wonder what's up.;
Have you heard where the Sith might be headed next? I don't even know why they targetted Taris.;
All those people on Taris dead. First I heard the whole planet was gone, but even just the city is sad.;
I guess I should be grateful I'm on Kashyyyk. I could have been posted to Taris.;
It took ten days for news of Taris to reach me. They don't tell us anything.;
Who are you? You can't come in here! Sound the alarm, Gadon!;NM11ABGADO11000_.mp3
Relax, Kaeira - this is an ally, not an enemy. He's promised to help get our prototype accelerator back from the Vulkars.;NM11ABGADO11002A.mp3
You're too trusting, Gadon. These must be the assassins Brejik sent! How else did they get in here?;NM11ABGADO11004_.mp3
[Persuade] The guards recognized me and let me in.;
[Failure] Liar! The guards would have announced you! Gadon - we've been betrayed again!;NM11ABGADO11006_.mp3
We're under attack! Guards! Guards!;NM11ABGADO11009_.mp3
Sorry, but Brejik made me an offer I couldn't refuse.;
Time for you to die, old man!;
Relax, Kaeira - this is an ally, not an enemy. She's promised to help get our prototype accelerator back from the Vulkars.;NM11ABGADO11002B.mp3
K-X12a: Systems normal. Emergency maintenance protocol terminated. Voice recognition required for further access.;
Exit.;
Terminating Interface.;
K-X12a Battle Droid Interface. Systems functioning normally. Slimeball Must Die subscript purged. Error: unit remains linked to other infected units.;
Playback: A special message from Marlena.;
Having fun on the dunes, Tanis? I made sure you would. Here's the deal: Your precious droids have trapped you. They'll hold you until you die of thirst. Make a mistake while repairing them, they explode. Have a good death. My mother was right about you.;NM18AB10WI06019_.mp3
Replay: A special message from Marlena.;
Access system status and repair functions.;
K-X12a: Systems normal. Awaiting group reinitialization.;
Status of total Battle Droid group.;
This unit is one of four linked droids of similar type. Group Status by Unit: K-X12a: Systems normal. Awaiting group reinitialization.;
Group Status by Unit: K-X12b: Systems normal. Awaiting group reinitialization.;
Group Status by Unit: K-X12c: Systems normal. Awaiting group reinitialization.;
Group Status by Unit: K-X12d: Systems normal. Awaiting group reinitialization.;
Get system specifications.;
K-X12 series hardware offers firepower and stabilty with unparalleled access to system functions. A battle droid group modified with custom event coding allows for excellent problem solving and tactics. Caution: malicious code may cause malfunction.;
Previous system options.;
K-X12a Battle Droid Interface. Systems failure: Group integrity threatened. Running: Slimeball Must Die subscript. Authorization: Marlena-1.;
Group Status by Unit: K-X12d: Critical system failure. No signal...;
Group Status by Unit: K-X12d: Target acquisition failure. Error introduced by Slimeball Must Die subscript.;
Group Status by Unit: K-X12c: Critical system failure. No signal...;
Group Status by Unit: K-X12c: Primary motivators offline. Error introduced by Slimeball Must Die subscript.;
Group Status by Unit: K-X12b: Critical system failure. No signal...;
Group Status by Unit: K-X12b: Weapon heat displacement error. Error introduced by Slimeball Must Die subscript.;
This unit is one of four linked droids of similar type. Group Status by Unit: K-X12a: Critical system failure. No signal...;
This unit is one of four linked droids of similar type. Group Status by Unit: K-X12a: Energy governor out of alignment. Error introduced by Slimeball Must Die subscript.;
System Status: K-X12a: Energy governor out of alignment. Error introduced by Slimeball Must Die subscript. Authorization: Marlena-1.;
Automatic repair. [<CUSTOM45> repair part(s)];
[Success] System Status: K-X12a: Systems returning to normal. Slimeball Must Die subscript disabled. Awaiting group reinitialization.;
[Failure] Insufficient resources detected. Returning to previous system options.;
[Failure] Critical System Error! Slimeball Must Die subscript Executing! Group integrity failing... Korrealis Systems regrets this inconvenience.;
[Failure] Critical System Error! Energy Govenor Offline! Slimeball Must Die subscript Executing! Isolating unit to minimize damage...;
Enter diagnostic mode to try manual repair.;
Scanning: Node 1 reports Node 2 failed. Node 2 reports Node 3 failed. Node 3 reports Node 2 failed. Error: Two of the above are definitely false. Compare logic to identify the only memory node that can be correct.;
Node 1 is reporting accurately.;
Reconfiguring memory nodes... Applying changes... Analyzing...;
Critical System Error! Slimeball Must Die subscript Executing! Group integrity failing... Korrealis Systems regrets this inconvenience.;
Critical System Error! Energy Govenor Offline! Slimeball Must Die subscript Executing! Isolating unit to minimize damage...;
